width,q,F,iterationNumber,seed,s_max,s_mean,is_frozen,steps_to_freeze,N
40,2,3,378,394199886,1.0,1.0,True,18331755,
40,2,3,499,394724178,1.0,1.0,True,13789917,
40,3,3,173,394003272,1.0,1.0,True,8466494,
40,3,3,341,393872197,1.0,1.0,True,31232564,
40,3,3,399,395051858,1.0,1.0,True,14108062,
40,2,3,290,393741127,1.0,1.0,True,10661643,
40,2,3,258,393741131,1.0,1.0,True,12226008,
40,2,3,74,339084055,1.0,1.0,True,4734800,
40,3,3,343,394003271,1.0,1.0,True,14247296,
40,2,3,465,394068811,1.0,1.0,True,16135340,
40,3,3,290,394265416,1.0,1.0,True,13430579,
40,3,3,496,395051856,1.0,1.0,True,14245865,
40,3,3,115,393347908,1.0,1.0,True,9102843,
40,3,3,420,393741123,1.0,1.0,True,33861330,
40,3,3,226,393741127,1.0,1.0,True,8091047,
40,3,3,128,393675592,1.0,1.0,True,15889960,
40,3,3,124,393413444,1.0,1.0,True,12916587,
40,2,3,286,394003276,1.0,1.0,True,9458123,
40,3,3,371,394265416,1.0,1.0,True,13430579,
40,3,3,334,393937735,1.0,1.0,True,38057927,
40,2,3,404,393216836,1.0,1.0,True,5349600,
40,3,3,294,394527564,1.0,1.0,True,26777698,
40,2,3,122,392758081,1.0,1.0,True,41990037,
40,2,3,79,339411740,1.0,1.0,True,4266471,
40,3,3,150,393544515,1.0,1.0,True,16797545,
40,3,3,397,394920784,1.0,1.0,True,12031760,
40,3,3,488,395051857,1.0,1.0,True,11448043,
40,2,3,469,394330959,1.0,1.0,True,11828089,
40,3,3,190,394068807,1.0,1.0,True,11100716,
40,2,3,229,393413449,1.0,1.0,True,19848356,
40,3,3,229,393937738,1.0,1.0,True,7441382,
40,2,3,157,393478985,1.0,1.0,True,7111770,
40,3,3,54,339280662,1.0,1.0,True,14329358,
40,2,3,426,393610056,1.0,1.0,True,9318625,
40,2,3,108,392889157,1.0,1.0,True,11755759,
40,3,3,247,394068810,1.0,1.0,True,13377626,
40,2,3,325,393347910,1.0,1.0,True,23461748,
40,2,3,247,393544521,1.0,1.0,True,15778620,
40,2,3,93,339280664,1.0,1.0,True,17519976,
40,2,3,87,339411739,1.0,1.0,True,11225470,
40,2,3,272,393610055,1.0,1.0,True,16932472,
40,3,3,154,393806663,1.0,1.0,True,20235048,
40,2,3,39,338887448,1.0,1.0,True,15465846,
40,3,3,197,394527566,1.0,1.0,True,6889360,
40,2,3,242,393216836,1.0,1.0,True,5349600,
40,2,3,212,392823617,1.0,1.0,True,3947937,
40,3,3,19,339084055,1.0,1.0,True,8648183,
40,2,3,36,338690837,1.0,1.0,True,8814820,
40,2,3,63,338887445,1.0,1.0,True,11682537,
40,2,3,139,393347913,1.0,1.0,True,6662938,
40,2,3,451,393675590,1.0,1.0,True,11366636,
40,3,3,274,394265418,1.0,1.0,True,10582298,
40,2,3,488,394527568,1.0,1.0,True,28108371,
40,2,3,498,394658641,1.0,1.0,True,20686534,
40,2,3,244,393347910,1.0,1.0,True,23461748,
40,3,3,386,394724174,1.0,1.0,True,13837228,
40,3,3,151,393610052,1.0,1.0,True,19891105,
40,2,3,228,393347912,1.0,1.0,True,9622565,
40,3,3,339,394265420,1.0,1.0,True,26375260,
40,2,3,337,393610057,1.0,1.0,True,9762986,
40,3,3,252,393872198,1.0,1.0,True,10785568,
40,2,3,277,393937740,1.0,1.0,True,11404881,
40,2,3,365,393872202,1.0,1.0,True,9944492,
40,2,3,171,393347909,1.0,1.0,True,8250175,
40,3,3,79,339870493,1.0,1.0,True,8724144,
40,3,3,271,394068807,1.0,1.0,True,11100716,
40,3,3,275,394330955,1.0,1.0,True,13633827,
40,2,3,208,393085766,1.0,1.0,True,6391248,
40,2,3,213,392889154,1.0,1.0,True,7730943,
40,3,3,451,394199879,1.0,1.0,True,26261979,
40,2,3,346,393675593,1.0,1.0,True,16320673,
40,3,3,134,393544517,1.0,1.0,True,16630631,
40,2,3,267,393806667,1.0,1.0,True,10441076,
40,2,3,379,394265423,1.0,1.0,True,17007705,
40,2,3,304,393020227,1.0,1.0,True,7924522,
40,3,3,94,339804954,1.0,1.0,True,14920285,
40,3,3,6,287572707,1.0,1.0,True,21223809,
40,3,3,157,394003274,1.0,1.0,True,11849270,
40,2,3,435,393675592,1.0,1.0,True,7287363,
40,2,3,443,393675591,1.0,1.0,True,10233040,
40,3,3,220,393347905,1.0,1.0,True,19528867,
40,3,3,47,339346200,1.0,1.0,True,15803031,
40,3,3,481,394593098,1.0,1.0,True,13507987,
40,3,3,234,393741126,1.0,1.0,True,16592123,
40,3,3,356,394330955,1.0,1.0,True,13633827,
40,3,3,187,394396493,1.0,1.0,True,17674268,
40,2,3,169,393741132,1.0,1.0,True,10669120,
40,2,3,60,338690834,1.0,1.0,True,6666620,
40,2,3,109,392954694,1.0,1.0,True,13284589,
40,3,3,91,339608343,1.0,1.0,True,28973081,
40,2,3,119,393085767,1.0,1.0,True,16327897,
40,2,3,422,393347908,1.0,1.0,True,18916888,
40,2,3,460,393741126,1.0,1.0,True,18574391,
40,2,3,95,339411738,1.0,1.0,True,6043596,
40,2,3,40,338428688,1.0,1.0,True,7223692,
40,3,3,447,394462028,1.0,1.0,True,24197343,
40,3,3,7,287638244,1.0,1.0,True,12159844,
40,2,3,330,393151298,1.0,1.0,True,16366551,
40,3,3,122,393282370,1.0,1.0,True,18060612,
40,2,3,7,287245027,1.0,1.0,True,19480004,
40,3,3,338,394199883,0.999375,0.5,True,6914102,
40,3,3,400,393478977,1.0,1.0,True,8586083,
40,2,3,274,393741129,1.0,1.0,True,16928368,
40,2,3,356,393806666,1.0,1.0,True,6593106,
40,3,3,454,394396490,1.0,1.0,True,9955186,
40,2,3,450,393610053,1.0,1.0,True,9580024,
40,3,3,61,339215124,1.0,1.0,True,15208976,
40,2,3,293,393937738,1.0,1.0,True,7479463,
40,3,3,323,393741125,1.0,1.0,True,16012126,
40,2,3,359,394003277,1.0,1.0,True,9562208,
40,2,3,136,393151302,1.0,1.0,True,11989121,
40,2,3,19,338625302,1.0,1.0,True,11710452,
40,2,3,411,393151298,1.0,1.0,True,16366551,
40,3,3,404,393741125,1.0,1.0,True,16012126,
40,2,3,202,392692544,1.0,1.0,True,10034495,
40,3,3,41,338952978,1.0,1.0,True,10712543,
40,3,3,372,394330953,1.0,1.0,True,17509073,
40,2,3,495,394462030,1.0,1.0,True,14901814,
40,2,3,96,339477275,1.0,1.0,True,8618221,
40,3,3,27,339084054,1.0,1.0,True,22592794,
40,3,3,332,393806661,1.0,1.0,True,14491035,
40,3,3,206,393478981,1.0,1.0,True,10239909,
40,3,3,16,338887444,1.0,1.0,True,27470453,
40,2,3,374,393937738,1.0,1.0,True,7479463,
40,3,3,83,339608344,1.0,1.0,True,8519865,
40,2,3,303,392954690,1.0,1.0,True,16757300,
40,3,3,132,393413443,1.0,1.0,True,12026800,
40,2,3,5,287113953,1.0,1.0,True,8989627,
40,2,3,315,393216837,1.0,1.0,True,6897076,
40,3,3,10,338494222,1.0,1.0,True,21275593,
40,3,3,14,338756370,1.0,1.0,True,7046234,
40,2,3,235,393282374,1.0,1.0,True,5124473,
40,3,3,182,394068808,1.0,1.0,True,7439045,
40,2,3,370,393675590,1.0,1.0,True,11366636,
40,3,3,469,394855248,1.0,1.0,True,19651192,
40,3,3,382,394462026,1.0,1.0,True,18824670,
40,3,3,163,393872199,1.0,1.0,True,12575291,
40,2,3,257,393675594,1.0,1.0,True,6359759,
40,3,3,298,394789712,1.0,1.0,True,31584338,
40,3,3,209,393675592,1.0,1.0,True,15889960,
40,3,3,499,395248467,1.0,1.0,True,18036885,
40,3,3,293,394462027,1.0,1.0,True,9476754,
40,3,3,135,393610054,1.0,1.0,True,16211870,
40,2,3,439,393937740,1.0,1.0,True,11404881,
40,3,3,304,393544516,1.0,1.0,True,10881466,
40,3,3,130,393282369,1.0,1.0,True,13264143,
40,3,3,116,393413445,1.0,1.0,True,10707877,
40,2,3,476,394265421,1.0,1.0,True,23143696,
40,3,3,287,394593102,1.0,1.0,True,34501511,
40,3,3,167,394134347,1.0,1.0,True,19634715,
40,2,3,403,393151299,1.0,1.0,True,28372629,
40,2,3,327,393478984,1.0,1.0,True,31361683,
40,2,3,423,393413445,1.0,1.0,True,21035777,
40,2,3,394,394199884,1.0,1.0,True,14367858,
40,2,3,168,393675595,1.0,1.0,True,21310784,
40,2,3,3,286982879,1.0,1.0,True,14836890,
40,2,3,331,393216835,1.0,1.0,True,17441088,
40,2,3,347,393741130,1.0,1.0,True,33469590,
40,2,3,468,394265422,1.0,1.0,True,29404508,
40,3,3,464,394527563,1.0,1.0,True,28877845,
40,30,3,312,444597107,0.00625,0.0007830853563038,True,329193,
40,30,3,18,386925382,0.005625,0.0007936507936507,True,328746,
40,30,3,176,445252475,0.00625,0.0008006405124099,True,438716,
40,18,3,242,447808379,0.011875,0.001,True,628215,
40,22,3,361,445645688,0.01,0.0008833922261484,True,485853,
40,14,3,234,445711224,0.051875,0.0013888888888888,True,2754617,
40,25,3,423,447021946,0.009375,0.000870322019147,True,504557,
40,27,3,139,448004992,0.01,0.0008183306055646,True,554414,
40,30,3,336,445121401,0.008125,0.0007911392405063,True,433884,
40,18,3,372,448398207,0.010625,0.0009861932938856,True,878638,
40,18,3,225,447742844,0.01125,0.0010131712259371,True,954599,
40,21,3,78,387646284,0.011875,0.0009174311926605,True,837282,
40,27,3,112,447284087,0.00875,0.0008298755186721,True,406150,
40,30,3,19,386990919,0.005,0.0007806401249024,True,349719,
40,23,3,180,445973368,0.006875,0.0008802816901408,True,461440,
40,26,3,165,447611774,0.008125,0.0008628127696289,True,524482,
40,27,3,359,448660356,0.00625,0.000852514919011,True,374593,
40,19,3,185,448856962,0.010625,0.0009671179883945,True,616047,
40,20,3,465,445055867,0.00875,0.0009460737937559,True,650181,
40,30,3,368,445645694,0.005,0.000786782061369,True,414083,
40,18,3,88,390464339,0.030625,0.001082251082251,True,803265,
40,20,3,60,386532162,0.009375,0.0009643201542912,True,554213,
40,30,3,486,445973375,0.0075,0.000796178343949,True,575094,
40,27,3,123,447480697,0.00625,0.0008169934640522,True,474692,
40,26,3,346,447808383,0.00625,0.000823723228995,True,340946,
40,27,3,42,389612361,0.006875,0.0008244023083264,True,601198,
40,29,3,317,449053568,0.006875,0.0008038585209003,True,593471,
40,26,3,324,447415163,0.005625,0.0008271298593879,True,392578,
40,19,3,160,448267131,0.006875,0.0009718172983479,True,519148,
40,24,3,312,446104438,0.006875,0.0008410428931875,True,521321,
40,26,3,436,447873919,0.00875,0.0008230452674897,True,683516,
40,30,3,87,387777356,0.005,0.0008025682182985,True,342627,
40,16,3,137,446759804,0.01375,0.001088139281828,True,810267,
40,17,3,433,447611772,0.0125,0.001039501039501,True,1168247,
40,28,3,256,448791425,0.005625,0.000821692686935,True,276607,
40,22,3,185,445776764,0.013125,0.0009276437847866,True,674829,
40,18,3,431,448004987,0.016875,0.0010373443983402,True,1332741,
40,22,3,334,445449080,0.01,0.000893655049151,True,802794,
40,24,3,45,388432713,0.013125,0.0008710801393728,True,497913,
40,21,3,81,387318598,0.006875,0.0009074410163339,True,388139,
40,28,3,449,449250181,0.005625,0.0007974481658692,True,387319,
40,20,3,267,444793723,0.025625,0.0009578544061302,True,1518761,
40,15,3,193,446759805,0.02125,0.0012674271229404,True,1701205,
40,25,3,239,447153023,0.006875,0.0008467400508044,True,354024,
40,19,3,274,448856961,0.009375,0.000942507068803,True,578804,
40,18,3,30,389284678,0.034375,0.0010741138560687,True,2623631,
40,18,3,407,448004990,0.015,0.001008064516129,True,1147654,
40,16,3,405,446825338,0.01625,0.0011098779134295,True,1495835,
40,24,3,44,388367176,0.0075,0.0008695652173913,True,611363,
40,13,3,195,445842301,0.03125,0.0014064697609001,True,1378241,
40,15,3,151,446104439,0.018125,0.0011723329425556,True,1511539,
40,13,3,321,445055860,0.03625,0.0013623978201634,True,2722790,
40,23,3,5,332989204,0.008125,0.0008643042350907,True,716484,
40,13,3,147,445318010,0.079375,0.0014947683109118,True,3059478,
40,22,3,441,445580151,0.01125,0.0009293680297397,True,709210,
40,18,3,183,448201599,0.015,0.0009784735812133,True,709075,
40,27,3,364,448463744,0.01,0.0008333333333333,True,791813,
40,15,3,449,447087489,0.01875,0.0011641443538998,True,1900356,
40,19,3,161,448332668,0.01125,0.0009861932938856,True,983412,
40,20,3,340,444269427,0.018125,0.0009661835748792,True,1074989,
40,21,3,391,445514618,0.009375,0.0009082652134423,True,884584,
40,5,3,123,394396485,1.0,1.0,True,7122394,
40,21,3,273,445186937,0.018125,0.0009891196834817,True,2048039,
40,8,3,292,397017935,1.0,1.0,True,11316034,
40,7,3,199,396755796,1.0,1.0,True,14903750,
40,27,3,28,389743437,0.00875,0.0008116883116883,True,1056562,
40,14,3,77,388432717,0.025625,0.0012787723785166,True,2352110,
40,6,3,314,395248456,1.0,1.0,True,7773596,
40,20,3,24,386270018,0.03,0.001004016064257,True,1104543,
40,19,3,430,448463739,0.01,0.000981354268891,True,584862,
40,4,3,246,394527562,1.0,1.0,True,7142468,
40,27,3,31,389415751,0.005625,0.0008278145695364,True,451854,
40,4,3,144,394199879,1.0,1.0,True,8426338,
40,8,3,413,396428106,1.0,1.0,True,19983610,
40,6,3,36,340525849,1.0,1.0,True,10356327,
40,16,3,142,446563192,0.024375,0.0010869565217391,True,1728058,
40,5,3,342,394986312,1.0,1.0,True,11183698,
40,9,3,127,396755789,0.9975,0.3333333333333333,True,14013117,
40,15,3,99,389284690,0.02625,0.0011574074074074,True,2878941,
40,15,3,78,388957007,0.09875,0.0016863406408094,True,10110619,
40,5,3,80,340329239,1.0,1.0,True,17500842,
40,9,3,24,341639961,0.998125,0.25,True,17543685,
40,6,3,101,394527554,1.0,1.0,True,17018867,
40,21,3,490,445645690,0.01125,0.0009267840593141,True,704622,
40,25,3,54,388957002,0.006875,0.0008389261744966,True,345427,
40,27,3,349,448529283,0.00375,0.0008090614886731,True,290572,
40,13,3,146,445252473,0.121875,0.0018832391713747,True,15108006,
40,15,3,316,446301050,0.02375,0.0012578616352201,True,1630200,
40,8,3,53,341508890,1.0,1.0,True,18514793,
40,16,3,234,446759802,0.013125,0.0010799136069114,True,834275,
40,22,3,346,445711227,0.00625,0.000895255147717,True,490176,
40,11,3,407,444334967,0.97375,0.05,True,17787126,
40,9,3,353,397280078,1.0,1.0,True,17275034,
40,17,3,470,447939453,0.015625,0.0010905125408942,True,2137041,
40,18,3,365,448463745,0.011875,0.0009532888465204,True,686845,
40,5,3,110,394068801,1.0,1.0,True,16018221,
40,11,3,46,386597702,0.968125,0.0666666666666666,True,19671185,
40,20,3,168,444662651,0.01375,0.0009319664492078,True,796380,
40,17,3,335,447546237,0.02625,0.0010741138560687,True,988927,
40,17,3,31,388891462,0.01875,0.0011049723756906,True,1699425,
40,5,3,387,395838289,1.0,1.0,True,14612587,
40,10,3,313,443482994,0.965,0.0555555555555555,True,12437117,
40,18,3,485,448922500,0.01875,0.001039501039501,True,1424967,
40,28,3,132,448070522,0.008125,0.000823723228995,True,472791,
40,10,3,425,443941750,0.99,0.3333333333333333,True,26915994,
40,25,3,274,447349630,0.005625,0.0008354218880534,True,399341,
40,13,3,487,446432129,0.545625,0.003012048192771,True,16567482,
40,8,3,94,342098719,1.0,1.0,True,21526005,
40,5,3,308,394855242,1.0,1.0,True,10348810,
40,26,3,383,448136064,0.005,0.0008305647840531,True,310377,
40,13,3,338,445645692,0.859375,0.0140845070422535,True,24825295,
40,6,3,4,288621284,1.0,1.0,True,16431320,
40,25,3,185,447349631,0.0075,0.0008396305625524,True,651738,
40,29,3,345,449315713,0.008125,0.000805152979066,True,503422,
40,24,3,465,447153023,0.006875,0.0008467400508044,True,389824,
40,14,3,488,447021955,0.0175,0.0012642225031605,True,2150891,
40,20,3,337,444597113,0.014375,0.0009416195856873,True,961364,
40,25,3,400,446563189,0.005625,0.0008474576271186,True,385015,
40,16,3,434,447153020,0.016875,0.0011574074074074,True,1232882,
40,14,3,49,388170572,0.041875,0.0013140604467805,True,3292712,
40,4,3,120,393675585,1.0,1.0,True,30498827,
40,6,3,209,395248459,1.0,1.0,True,26086509,
40,27,3,491,448856961,0.006875,0.0008223684210526,True,432640,
40,18,3,271,448136061,0.015,0.0010245901639344,True,881039,
40,11,3,346,444597113,0.946875,0.0434782608695652,True,25510714,
40,15,3,428,446759806,0.044375,0.0013071895424836,True,2782956,
40,7,3,348,396428112,1.0,1.0,True,26930138,
40,22,3,245,445449081,0.011875,0.0008833922261484,True,1115322,
40,21,3,368,445580158,0.0075,0.0008873114463176,True,665402,
40,12,3,473,445514619,0.10375,0.0018903591682419,True,8230638,
40,24,3,150,446104438,0.006875,0.0008410428931875,True,521321,
40,6,3,250,395313991,1.0,1.0,True,14387095,
40,12,3,271,444990327,0.840625,0.0114942528735632,True,21302229,
40,12,3,325,444793719,0.9675,0.0333333333333333,True,26441592,
40,12,3,303,444400499,0.886875,0.0161290322580645,True,19767481,
40,15,3,398,447480708,0.01625,0.0011806375442739,True,871591,
40,25,3,67,389284686,0.00625,0.0008517887563884,True,436390,
40,22,3,106,444793717,0.0075,0.000893655049151,True,883064,
40,16,3,92,389284684,0.02375,0.0011299435028248,True,1589309,
40,9,3,426,397280079,0.983125,0.1666666666666666,True,30409720,
40,20,3,436,444728185,0.014375,0.0009505703422053,True,638114,
40,25,3,336,447153021,0.005625,0.000870322019147,True,397964,
40,6,3,70,340656919,1.0,1.0,True,9321563,
40,13,3,310,444859250,0.086875,0.0015974440894568,True,4956213,
40,29,3,357,449577860,0.00875,0.0008038585209003,True,500019,
40,26,3,229,447546239,0.01375,0.0008503401360544,True,1583736,
40,15,3,247,446563197,0.01625,0.0011682242990654,True,811466,
40,19,3,373,448988033,0.01875,0.0009852216748768,True,1735010,
40,30,3,33,386859843,0.005,0.0008084074373484,True,468954,
40,30,3,275,445383547,0.005,0.000805152979066,True,326038,
40,28,3,215,448201596,0.010625,0.0008488964346349,True,974641,
40,14,3,6,332989205,0.0725,0.001418439716312,True,2964854,
40,24,3,246,446563196,0.008125,0.000903342366757,True,673489,
40,26,3,262,447611772,0.006875,0.0008264462809917,True,363812,
40,23,3,161,445776759,0.00625,0.0008880994671403,True,433365,
40,10,3,483,444597114,0.993125,0.125,True,12856152,
40,24,3,22,387973956,0.010625,0.0008733624454148,True,642493,
40,6,3,374,396034894,1.0,1.0,True,18662427,
40,9,3,197,397673300,0.991875,0.25,True,14097537,
40,7,3,157,396100430,0.994375,0.5,True,28470445,
40,18,3,459,448791429,0.014375,0.0010893246187363,True,1132859,
40,16,3,245,446956412,0.015625,0.0011614401858304,True,832088,
40,29,3,187,449577861,0.005625,0.0007955449482895,True,341330,
40,6,3,370,395772746,1.0,1.0,True,13126424,
40,11,3,228,444269432,0.960625,0.05,True,38847333,
40,6,3,416,395576139,1.0,1.0,True,24900502,
40,9,3,455,397607761,0.978125,0.1428571428571428,True,15477347,
40,16,3,420,446759799,0.02375,0.0011286681715575,True,1458897,
40,23,3,498,447218564,0.00625,0.0008802816901408,True,459866,
40,4,3,308,394330953,1.0,1.0,True,13624446,
40,15,3,429,446825343,0.015,0.0011764705882352,True,792535,
40,13,3,118,444990328,0.90625,0.0212765957446808,True,29183101,
40,12,3,247,444990330,0.756875,0.0079365079365079,True,21044216,
40,20,3,332,444269428,0.018125,0.0009832841691248,True,1098895,
40,30,3,125,444531573,0.00625,0.0007980845969672,True,427975,
40,8,3,225,396297035,1.0,1.0,True,17824308,
40,19,3,355,448856961,0.009375,0.000942507068803,True,578804,
40,7,3,461,396428108,1.0,1.0,True,12879766,
40,12,3,364,445252474,0.925,0.03125,True,33463288,
40,26,3,170,447415162,0.008125,0.0008210180623973,True,971652,
40,16,3,152,446694265,0.0175,0.0011363636363636,True,1224346,
40,30,3,260,444924789,0.00875,0.0008110300081103,True,605496,
40,9,3,103,396231495,0.998125,0.3333333333333333,True,21956987,
40,13,3,397,446366593,0.0575,0.001639344262295,True,3200114,
40,9,3,378,397869909,0.9975,0.5,True,19492983,
40,25,3,146,446890876,0.00875,0.0008453085376162,True,416481,
40,11,3,78,387121995,0.984375,0.0666666666666666,True,16411559,
40,11,3,42,386335554,0.92,0.0303030303030303,True,15461793,
40,18,3,381,448463743,0.013125,0.0009832841691248,True,650129,
40,20,3,238,444466041,0.010625,0.0009451795841209,True,533093,
40,28,3,155,448529279,0.005,0.000821692686935,True,418422,
40,10,3,46,386138949,0.989375,0.0909090909090909,True,26300268,
40,18,3,92,390202190,0.013125,0.0009718172983479,True,693036,
40,6,3,465,396165967,1.0,1.0,True,23864719,
40,4,3,238,394527563,1.0,1.0,True,11772272,
40,30,3,294,445580156,0.00625,0.0007824726134585,True,459331,
40,8,3,193,396886863,1.0,1.0,True,14236973,
40,5,3,498,396231508,1.0,1.0,True,15708823,
40,20,3,159,444597115,0.019375,0.0009794319294809,True,924265,
40,26,3,440,447611770,0.005625,0.0008347245409015,True,352794,
40,17,3,401,447087479,0.0175,0.0010515247108307,True,2027162,
40,4,3,137,394265417,1.0,1.0,True,11967695,
40,21,3,79,387711821,0.0325,0.0009523809523809,True,4248155,
40,22,3,294,446038909,0.0125,0.0009132420091324,True,568783,
40,12,3,330,444597107,0.030625,0.0015797788309636,True,2317731,
40,28,3,380,448988031,0.004375,0.000812347684809,True,426254,
40,13,3,439,445907838,0.0875,0.0016750418760469,True,7012591,
40,28,3,414,448529277,0.00625,0.0008163265306122,True,744697,
40,6,3,226,395313994,1.0,1.0,True,14992053,
40,10,3,219,443679607,0.8675,0.027027027027027,True,23830005,
40,28,3,437,448988034,0.005,0.0008244023083264,True,357368,
40,7,3,428,396362575,1.0,1.0,True,29032021,
40,10,3,10,385352508,0.970625,0.2,True,28036586,
40,21,3,64,387253063,0.008125,0.0009115770282588,True,440250,
40,26,3,348,447939457,0.00625,0.0008319467554076,True,347156,
40,25,3,94,389481294,0.005625,0.0008510638297872,True,342000,
40,27,3,440,448136059,0.00625,0.0008389261744966,True,424376,
40,23,3,431,445973367,0.005625,0.0008888888888888,True,483790,
40,17,3,47,389415757,0.01125,0.0010050251256281,True,946215,
40,21,3,495,445973375,0.009375,0.0009337068160597,True,887379,
40,18,3,499,449315721,0.01625,0.0009990009990009,True,888476,
40,9,3,16,341639962,0.998125,0.25,True,19430032,
40,21,3,261,444924790,0.008125,0.000914913083257,True,616196,
40,24,3,424,446563194,0.00875,0.0008517887563884,True,414738,
40,21,3,195,445383548,0.0075,0.0008833922261484,True,385855,
40,11,3,144,444072821,0.9875,0.125,True,15485456,
40,6,3,49,340853533,1.0,1.0,True,11389768,
40,8,3,192,396821326,1.0,1.0,True,17988665,
40,30,3,409,445121402,0.00625,0.0007980845969672,True,470522,
40,20,3,342,444400501,0.033125,0.0009775171065493,True,1067009,
40,26,3,146,447415165,0.0125,0.0008431703204047,True,1252884,
40,18,3,148,448004992,0.0175,0.0010288065843621,True,938725,
40,23,3,166,446104444,0.008125,0.0008826125330979,True,501677,
40,17,3,190,447611772,0.0125,0.001039501039501,True,1168247,
40,4,3,457,395117390,1.0,1.0,True,18161465,
40,20,3,290,444728183,0.01875,0.0009881422924901,True,1896931,
40,9,3,148,397083472,0.999375,0.5,True,19380027,
40,8,3,450,396755787,1.0,1.0,True,16109656,
40,18,3,29,389743438,0.013125,0.0010030090270812,True,1217339,
40,25,3,325,446956411,0.01125,0.0008576329331046,True,1049033,
40,15,3,24,388039494,0.00875,0.0010615711252653,True,503690,
40,26,3,406,447480700,0.01125,0.0008431703204047,True,834884,
40,4,3,447,394986317,1.0,1.0,True,15091660,
40,22,3,188,445973375,0.01875,0.0009174311926605,True,1046672,
40,6,3,310,394986308,1.0,1.0,True,24522419,
40,16,3,441,447087482,0.025625,0.0011627906976744,True,1808170,
40,19,3,419,448791426,0.01625,0.0010204081632653,True,1215200,
40,12,3,483,445645692,0.09625,0.0018621973929236,True,7496420,
40,20,3,63,386728773,0.01,0.0009765625,True,691798,
40,15,3,270,446497657,0.0175,0.0012391573729863,True,1082144,
40,13,3,438,445842301,0.03125,0.0014064697609001,True,1378241,
40,25,3,323,446825337,0.0075,0.0008733624454148,True,512715,
40,7,3,180,396034890,0.999375,0.5,True,12347197,
40,7,3,440,396100425,1.0,1.0,True,12506126,
40,10,3,123,443220849,0.965,0.0833333333333333,True,21739289,
40,23,3,227,445842298,0.01,0.0008756567425569,True,873323,
40,30,3,90,387449670,0.00625,0.0007818608287724,True,360636,
40,13,3,369,446104448,0.513125,0.0037174721189591,True,32913719,
40,12,3,485,445776766,0.945625,0.1,True,21082588,
40,23,3,276,446432126,0.0075,0.0008510638297872,True,467315,
40,13,3,184,445645691,0.03375,0.0015060240963855,True,1964043,
40,29,3,184,449381250,0.005,0.0008090614886731,True,403552,
40,24,3,73,388694858,0.00625,0.0008417508417508,True,480942,
40,9,3,108,396559180,0.993125,0.5,True,28562855,
40,29,3,487,450167688,0.006875,0.0008190008190008,True,484703,
40,23,3,120,445186930,0.005625,0.0009017132551848,True,419774,
40,12,3,328,444990330,0.756875,0.0079365079365079,True,21044216,
40,13,3,480,445973370,0.039375,0.001564945226917,True,2557255,
40,17,3,258,447808385,0.01625,0.001031991744066,True,979257,
40,23,3,461,446366586,0.00625,0.0008888888888888,True,390568,
40,16,3,43,388694856,0.01125,0.0010593220338983,True,718217,
40,13,3,23,387056451,0.055,0.0016077170418006,True,3415128,
40,13,3,181,445449080,0.155625,0.0018214936247723,True,22347044,
40,10,3,393,444531578,0.99875,0.5,True,20383432,
40,13,3,226,445186936,0.04375,0.0014858841010401,True,3155462,
40,5,3,76,340591388,1.0,1.0,True,32990023,
40,27,3,73,390071117,0.0075,0.0008223684210526,True,457465,
40,6,3,130,394855236,1.0,1.0,True,14215266,
40,12,3,227,444728184,0.145,0.0020703933747412,True,5491930,
40,13,3,410,445055859,0.05125,0.0014814814814814,True,2171460,
40,8,3,438,397017937,1.0,1.0,True,22006188,
40,6,3,333,395445065,1.0,1.0,True,9711860,
40,21,3,470,445383544,0.006875,0.0009191176470588,True,498387,
40,13,3,9,332792599,0.06,0.0014970059880239,True,3118347,
40,20,3,204,443810674,0.0225,0.0009398496240601,True,1714862,
40,21,3,419,445186939,0.006875,0.0009233610341643,True,480504,
40,8,3,311,396100423,0.919375,0.1666666666666666,True,33875931,
40,25,3,225,446759802,0.0075,0.000836820083682,True,418472,
40,23,3,382,446497660,0.009375,0.000886524822695,True,500189,
40,15,3,126,446038905,0.071875,0.0012531328320802,True,7772060,
40,19,3,8,335086364,0.020625,0.0010362694300518,True,936278,
40,7,3,217,395772747,1.0,1.0,True,15382095,
40,6,3,397,396493651,1.0,1.0,True,15416040,
40,25,3,157,447087486,0.01,0.0008818342151675,True,556047,
40,14,3,466,446628735,0.100625,0.001841620626151,True,6817653,
40,12,3,332,444728181,0.988125,0.0666666666666666,True,25759766,
40,17,3,206,447021946,0.03875,0.0012165450121654,True,2215344,
40,10,3,466,444531579,0.99875,0.3333333333333333,True,20063065,
40,18,3,310,447480695,0.009375,0.0010405827263267,True,485811,
40,29,3,390,449643393,0.01,0.000805152979066,True,516818,
40,13,3,342,445383543,0.255625,0.0020283975659229,True,14414655,
40,17,3,210,446759797,0.025,0.0010928961748633,True,1827629,
40,28,3,358,449119108,0.004375,0.0008210180623973,True,324230,
40,5,3,355,395313996,1.0,1.0,True,22943618,
40,8,3,79,342164258,0.995,0.5,True,17545149,
40,27,3,67,390202192,0.006875,0.0008291873963515,True,428566,
40,6,3,295,396165968,1.0,1.0,True,26832746,
40,29,3,27,390595406,0.00625,0.0007974481658692,True,405998,
40,25,3,438,447480704,0.006875,0.0008539709649871,True,534117,
40,20,3,285,444924795,0.01625,0.0009380863039399,True,730942,
