C,F,L,N,alpha,converged,degree_variance,dev_mode,dev_param,dis_threshold,elapsed_s,final_rewire_rate,k,max_steps,mean_dissatisfaction,num_clusters,p,q,s_max,seed,total_steps,trial_id,weight_mode
0.08165715368272909,5,3.66586129753915,150,0.5,False,8.853333333333333,2,0.15,0.7,2.066174300009152,-1.0,4,5000000,0.0,1,0.1,10,1.0,42,5000000,4f3bb1eb7e62,3
0.04104232804232805,5,3.7910514541387026,150,0.5,False,2.84,3,0.15,0.7,1.9539517000084743,-1.0,4,5000000,0.0,1,0.1,10,1.0,42,5000000,d1f5d8f727e7,3
0.08899677328449705,5,3.656773211567732,150,1.0,False,13.69048888888888,0,0.15,0.3,1.654320200002985,-1.0,4,5000000,0.31796286071137514,104,0.1,10,0.06,42,5000000,8a81f1c66b04,0
0.07212903225806451,5,3.0723830734966593,150,1.0,False,7.295288888888907,2,0.15,0.3,1.6229995000176132,-1.0,4,5000000,0.29589339612288285,76,0.1,10,0.4,42,5000000,22e8b7b74936,0
0.07301645138487244,5,3.69965075669383,150,1.0,False,11.749155555555546,3,0.15,0.3,1.659040400001686,-1.0,4,5000000,0.2711618021745044,75,0.1,10,0.12666666666666668,42,5000000,4e219afaf69d,0
0.08775517258417154,5,3.465709427545815,150,1.0,False,23.426666666666666,0,0.15,0.3,1.7925578999856953,-1.0,4,5000000,0.0037695007917121384,4,0.1,10,0.9733333333333334,42,5000000,426503df2bf5,2
0.1670332821300563,5,3.4067300658376007,150,1.0,False,13.933155555555567,2,0.15,0.3,1.5684228999889456,-1.0,4,5000000,0.2403487460132729,62,0.1,10,0.32,42,5000000,d0a1cfaed84b,2
0.057909915347613,5,3.47923090876111,150,1.0,False,21.96,3,0.15,0.3,1.9248974000220187,-1.0,4,5000000,0.002144006797155504,2,0.1,10,0.9933333333333333,42,5000000,0d806b2d67d8,2
0.010237133237133237,5,3.5880445795339413,150,1.0,False,5.64,0,0.15,0.3,1.897650099999737,-1.0,4,5000000,0.0,10,0.1,10,0.94,42,5000000,ac09e2e535e7,3
0.17179659498207878,5,2.3845568657284137,150,1.0,False,21.722488888888893,2,0.15,0.3,1.4896613000018988,-1.0,4,5000000,0.0,77,0.1,10,0.4866666666666667,42,5000000,16cf0c14dbcf,3
0.023554593554593547,5,3.383914331282752,150,1.0,False,8.64,3,0.15,0.3,1.8106359000084922,-1.0,4,5000000,0.0,18,0.1,10,0.8866666666666667,42,5000000,03b9bdbbee68,3
0.08720750711203121,5,2.866137010942887,150,1.0,False,30.674488888888835,0,0.15,0.5,1.7221770000178367,-1.0,4,5000000,0.09797652816413936,34,0.1,10,0.7733333333333333,42,5000000,e2936c70c3b3,0
0.04340195646647259,5,4.12166003411029,150,1.0,False,9.328888888888898,2,0.15,0.5,1.8387621000001673,-1.0,4,5000000,0.15155723580457675,13,0.1,10,0.8666666666666667,42,5000000,5b90f074a0a6,0
0.17069633743010526,5,3.1664127306585406,150,1.0,False,20.733333333333317,3,0.15,0.5,1.8432663999847136,-1.0,4,5000000,0.13930090005908694,36,0.1,10,0.7266666666666667,42,5000000,ea57fc2ee9f7,0
0.042005291005291004,5,3.887069351230425,150,1.0,False,3.8266666666666667,0,0.15,0.5,1.8331649999890942,-1.0,4,5000000,0.006428374544684027,1,0.1,10,1.0,42,5000000,c43792d13b13,2
0.045205197132616476,5,5.649051490514905,150,1.0,False,7.479288888888895,2,0.15,0.5,1.8461029999889433,-1.0,4,5000000,0.004187816050367731,10,0.1,10,0.9266666666666666,42,5000000,a2b0e7f3d44c,2
0.056978893655364245,5,3.629619415333701,150,1.0,False,7.226666666666667,3,0.15,0.5,1.8962802999885753,-1.0,4,5000000,0.003413387155402281,3,0.1,10,0.9866666666666667,42,5000000,6c883829d291,2
0.07299326599326598,5,3.8866219239373603,150,1.0,False,2.7866666666666666,0,0.15,0.5,1.963808300002711,-1.0,4,5000000,0.0,1,0.1,10,1.0,42,5000000,4b08dbf1844f,3
0.14116653865847414,5,3.3902694610778443,150,1.0,False,15.215288888888887,2,0.15,0.5,1.761229399999138,-1.0,4,5000000,0.0,31,0.1,10,0.7733333333333333,42,5000000,ad5f2dad959a,3
0.03305820105820105,5,3.7846000362778884,150,1.0,False,2.7066666666666666,3,0.15,0.5,1.9708919000113383,-1.0,4,5000000,0.0,2,0.1,10,0.9933333333333333,42,5000000,1145c332afb0,3
0.13460566723724618,5,3.5451631701631703,150,1.0,False,19.373333333333335,0,0.15,0.7,1.8452304999809712,-1.0,4,5000000,0.11285727642476559,7,0.1,10,0.96,42,5000000,c1637f48b50c,0
0.04970560433718328,5,3.5541834451901564,150,1.0,False,8.733333333333333,2,0.15,0.7,2.0144521000038367,-1.0,4,5000000,0.16053409567842253,24,0.1,10,0.6466666666666666,42,5000000,65cc0bbb58ff,0
0.08129419103702316,5,3.3412543099431553,150,1.0,False,19.24,3,0.15,0.7,1.9712433999811765,-1.0,4,5000000,0.12531648829579353,4,0.1,10,0.98,42,5000000,9e60e9f5bf1c,0
